query_idx,phase,user_id,user_profile,question,category,difficulty,source,compute,score,cache_hit,ensemble_size
4902,Персонализация,13,active,Что такое гейнер?,Спортивное питание,hard,expert,0.16000000000000003,79.9,True,0
4903,Персонализация,435,loyal,"Никак не могу понять, вопрос по теме «БАДы и добавки» #20 — ",БАДы и добавки,easy,user,1.59,99,False,3
4904,Персонализация,349,regular,"Правда ли, что яйца повышают холестерин?",Общие вопросы,easy,expert,0.79,89.9,False,2
4905,Персонализация,132,new,"Проконсультируйте, что такое Омега-3? А то я запутался?",Макронутриенты,easy,user,1.18,95.8,False,2
4906,Персонализация,390,new,Какие продукты богаты белком? А то я запутался?,Макронутриенты,easy,user,1.16,95.8,False,2
4907,Персонализация,235,active,Чем отличается веганство от вегетарианства?,Диеты и режимы,easy,expert,0.98,95.0,False,2
4908,Персонализация,242,casual,Интересует такой вопрос: чем отличаются простые и сложные уг,Макронутриенты,medium,user,1.78,87.8,False,2
4909,Персонализация,444,new,Вопрос по теме «Основы нутрициологии» #19,Основы нутрициологии,hard,expert,0.16000000000000003,79.9,True,0
4910,Персонализация,93,regular,"Скажите, вопрос по теме «Заболевания и питание» #19 это прав",Заболевания и питание,medium,user,0.1,88.9,True,0
4911,Персонализация,33,new,Что такое НАЖБП это правда?,Заболевания и питание,medium,user,0.1,88.3,True,0
4912,Персонализация,264,new,"Можете рассказать, вопрос по теме «Общие вопросы» #18 это пр",Общие вопросы,medium,user,1.55,82.3,False,2
4913,Персонализация,337,new,"Посоветуйте, что такое IG-диета?",Диеты и режимы,easy,user,1.27,96.6,False,2
4914,Персонализация,4,casual,"Проконсультируйте, вопрос по теме «Общие вопросы» #17 подска",Общие вопросы,medium,user,0.1,87.1,True,0
4915,Персонализация,43,regular,Вопрос по теме «Основы нутрициологии» #17 интересно узнать?,Основы нутрициологии,easy,user,1.0,92.0,False,2
4916,Персонализация,468,casual,"В интернете пишут, что такое L-карнитин?",Спортивное питание,easy,user,0.06,92.5,True,0
4917,Персонализация,318,active,Как правильно составить сбалансированное меню — как думаете?,Диеты и режимы,easy,user,0.98,98.7,False,2
4918,Персонализация,1,loyal,"Посоветуйте, что такое инсулинорезистентность интересно узна",Заболевания и питание,medium,user,2.94,99,False,3
4919,Персонализация,79,active,Что такое антиоксиданты?,Основы нутрициологии,medium,expert,0.1,87.9,True,0
4920,Персонализация,398,casual,"А вот интересно, что такое омега-3 добавки что посоветуете?",БАДы и добавки,easy,user,2.15,99,False,3
4921,Персонализация,111,regular,Вопрос по теме «Диеты и режимы» #11,Диеты и режимы,medium,expert,0.1,88.2,True,0
4922,Персонализация,358,active,Вопрос по теме «БАДы и добавки» #12,БАДы и добавки,easy,expert,0.06,93.1,True,0
4923,Персонализация,373,casual,"Скажите, вопрос по теме «Общие вопросы» #17 это правда?",Общие вопросы,easy,user,0.88,85.5,False,2
4924,Персонализация,26,loyal,Вопрос по теме «Диеты и режимы» #12,Диеты и режимы,hard,expert,0.16000000000000003,80.8,True,0
4925,Персонализация,86,new,Какие риски у монодиет?,Диеты и режимы,medium,user,0.1,87.9,True,0
4926,Персонализация,43,regular,Интересует такой вопрос: вопрос по теме «БАДы и добавки» #11,БАДы и добавки,medium,user,3.24,99,False,3
4927,Персонализация,27,loyal,"Я слышал, что стоит ли исключать молочные продукты — это нор",Общие вопросы,medium,user,1.09,82.6,False,2
4928,Персонализация,444,new,"Объясните, для чего нужен кальций?",Микронутриенты и витамины,medium,user,2.36,94.4,False,2
4929,Персонализация,215,new,"Скажите, какие минералы являются микроэлементами?",Микронутриенты и витамины,easy,user,1.4,99,False,2
4930,Персонализация,220,new,"Дайте совет, что такое пробиотики?",БАДы и добавки,easy,user,2.28,99,False,3
4931,Персонализация,412,casual,"Проконсультируйте, чем отличаются макро- и микронутриенты чт",Основы нутрициологии,easy,user,1.09,95.2,False,2
4932,Персонализация,452,regular,Интересует такой вопрос: какая диета рекомендуется при гастр,Заболевания и питание,medium,user,3.47,99,False,3
4933,Персонализация,229,new,"Никак не могу понять, вопрос по теме «Диеты и режимы» #18 ин",Диеты и режимы,easy,user,1.27,96.4,False,2
4934,Персонализация,53,new,Непонятно вот что: вреден ли глютен для всех что посоветуете,Общие вопросы,medium,user,1.54,84.4,False,2
4935,Персонализация,248,casual,"Никак не могу понять, вопрос по теме «Диеты и режимы» #11?",Диеты и режимы,medium,user,2.02,92.1,False,2
4936,Персонализация,306,regular,"Подскажите пожалуйста, что такое сахарный диабет 2 типа — ка",Заболевания и питание,medium,user,3.46,99,False,3
4937,Персонализация,301,casual,"Хотелось бы узнать, вопрос по теме «БАДы и добавки» #14 инте",БАДы и добавки,easy,user,0.06,91.4,True,0
4938,Персонализация,443,new,Интересует такой вопрос: вопрос по теме «Общие вопросы» #12 ,Общие вопросы,medium,user,1.57,84.8,False,2
4939,Персонализация,421,casual,"А вот интересно, вопрос по теме «Диеты и режимы» #15 интерес",Диеты и режимы,medium,user,0.1,86.8,True,0
4940,Персонализация,67,loyal,"Никак не могу понять, вопрос по теме «БАДы и добавки» #14 — ",БАДы и добавки,easy,user,1.58,99,False,3
4941,Персонализация,51,active,"Объясните, что такое гликемический индекс это правда?",Основы нутрициологии,easy,user,0.88,95.8,False,2
4942,Персонализация,333,active,Вопрос по теме «Спортивное питание» #18,Спортивное питание,medium,expert,0.1,87.0,True,0
4943,Персонализация,477,casual,Вопрос по теме «Микронутриенты и витамины» #18,Микронутриенты и витамины,medium,expert,0.1,88.1,True,0
4944,Персонализация,93,regular,Как питание влияет на микробиом?,Заболевания и питание,easy,expert,2.08,99,False,3
4945,Персонализация,70,active,Вопрос по теме «Заболевания и питание» #17,Заболевания и питание,easy,expert,1.83,99,False,3
4946,Персонализация,480,regular,Что такое насыщенные жиры?,Макронутриенты,medium,expert,1.64,91.2,False,2
4947,Персонализация,203,active,Что такое средиземноморская диета?,Диеты и режимы,hard,expert,0.16000000000000003,80.5,True,0
4948,Персонализация,433,new,"Скажите, вопрос по теме «Заболевания и питание» #17?)",Заболевания и питание,easy,user,2.47,99,False,3
4949,Персонализация,230,loyal,"Подскажите, вопрос по теме «Основы нутрициологии» #19 подска",Основы нутрициологии,medium,user,1.35,87.3,False,2
4950,Персонализация,497,active,"Расскажите подробнее, вопрос по теме «Диеты и режимы» #19 — ",Диеты и режимы,medium,user,0.1,86.4,True,0
4951,Персонализация,357,regular,Интересует такой вопрос: вопрос по теме «Микронутриенты и ви,Микронутриенты и витамины,easy,user,1.18,97.6,False,2
4952,Персонализация,294,casual,Что такое средиземноморская диета?,Диеты и режимы,hard,expert,0.16000000000000003,81.2,True,0
4953,Персонализация,294,casual,"Проконсультируйте, что такое электролиты интересно узнать?",Спортивное питание,medium,user,1.8,88.3,False,2
4954,Персонализация,347,regular,"Проконсультируйте, что такое термогенез пищи?",Основы нутрициологии,medium,user,1.66,89.9,False,2
4955,Персонализация,407,casual,"Подскажите пожалуйста, что такое метаболический синдром?",Заболевания и питание,easy,user,2.29,99,False,3
4956,Персонализация,317,casual,"Скажите, вопрос по теме «Спортивное питание» #15 что посовет",Спортивное питание,easy,user,0.06,91.6,True,0
4957,Персонализация,61,casual,Вопрос по теме «Заболевания и питание» #15,Заболевания и питание,easy,expert,2.27,99,False,3
4958,Персонализация,213,regular,Вопрос по теме «Микронутриенты и витамины» #19,Микронутриенты и витамины,medium,expert,0.1,86.5,True,0
4959,Персонализация,165,loyal,Как питаться при заболеваниях почек?,Заболевания и питание,medium,expert,2.94,99,False,3
4960,Персонализация,142,regular,"Скажите, что такое насыщенные жиры что посоветуете?",Макронутриенты,easy,user,0.99,95.9,False,2
4961,Персонализация,384,regular,"Непонятно вот что: правда ли, что яйца повышают холестерин э",Общие вопросы,easy,user,0.06,90.8,True,0
4962,Персонализация,494,regular,Какие витамины относятся к жирорастворимым?,Микронутриенты и витамины,easy,expert,0.06,90.6,True,0
4963,Персонализация,26,loyal,"Проконсультируйте, какие продукты полезны при гипертонии? А ",Заболевания и питание,easy,user,0.06,92.7,True,0
4964,Персонализация,212,regular,Что такое НАЖБП?,Заболевания и питание,hard,expert,0.16000000000000003,81.0,True,0
4965,Персонализация,182,new,Вопрос по теме «Диеты и режимы» #18,Диеты и режимы,easy,expert,0.06,91.5,True,0
4966,Персонализация,78,regular,"Скажите, что такое кетодиета?)",Диеты и режимы,easy,user,1.09,98.3,False,2
4967,Персонализация,394,loyal,"Скажите, вопрос по теме «БАДы и добавки» #13 интересно узнат",БАДы и добавки,medium,user,0.1,87.0,True,0
4968,Персонализация,73,regular,"Подскажите пожалуйста, что такое КБЖУ что посоветуете?",Основы нутрициологии,easy,user,0.99,92.4,False,2
4969,Персонализация,467,casual,Как выбрать качественный витамин D?,БАДы и добавки,easy,user,0.06,92.7,True,0
4970,Персонализация,428,new,Сколько калорий в 1 г белка?,Макронутриенты,medium,expert,1.94,90.3,False,2
4971,Персонализация,490,active,Какая связь между питанием и онкологией что посоветуете?,Заболевания и питание,easy,user,0.06,92.3,True,0
4972,Персонализация,414,active,Зачем принимать магний?,БАДы и добавки,hard,expert,4.66,90.7,False,3
4973,Персонализация,88,loyal,"Подскажите, вопрос по теме «Основы нутрициологии» #17 это пр",Основы нутрициологии,easy,user,0.06,90.7,True,0
4974,Персонализация,313,active,"Подскажите, сколько калорий в 1 г углеводов — это нормально?",Макронутриенты,easy,user,0.06,92.2,True,0
4975,Персонализация,446,casual,Интересует такой вопрос: вопрос по теме «БАДы и добавки» #17,БАДы и добавки,medium,user,0.1,88.0,True,0
4976,Персонализация,6,new,Что такое гейнер?,Спортивное питание,hard,expert,4.66,85.1,False,3
4977,Персонализация,248,casual,У меня такой вопрос: что такое насыщенные жиры? А то я запут,Макронутриенты,easy,user,1.1,94.1,False,2
4978,Персонализация,430,active,"Можете рассказать, вопрос по теме «Диеты и режимы» #20 что п",Диеты и режимы,easy,user,0.97,96.8,False,2
4979,Персонализация,185,regular,"Подскажите пожалуйста, сколько калорий в 1 г жира?)",Макронутриенты,easy,user,1.0,92.8,False,2
4980,Персонализация,237,active,"Верно ли, что для чего нужен кальций?",Микронутриенты и витамины,easy,user,1.07,99,False,2
4981,Персонализация,251,new,Что такое пищевые волокна?,Макронутриенты,medium,expert,1.96,87.1,False,2
4982,Персонализация,327,new,"Подскажите, сколько калорий в 1 г углеводов — это нормально?",Макронутриенты,easy,user,1.15,94.6,False,2
4983,Персонализация,299,new,Сколько калорий в 1 г углеводов?,Макронутриенты,hard,expert,4.67,82.3,False,3
4984,Персонализация,0,active,Какие продукты богаты клетчаткой — как думаете?,Макронутриенты,easy,user,0.78,92.6,False,2
4985,Персонализация,446,casual,Непонятно вот что: что такое элиминационная диета что посове,Диеты и режимы,easy,user,1.2,98.8,False,2
4986,Персонализация,271,regular,"Верно ли, что вопрос по теме «БАДы и добавки» #17 — это норм",БАДы и добавки,easy,user,0.06,92.0,True,0
4987,Персонализация,312,active,У меня такой вопрос: что такое пищевая плотность подскажите?,Основы нутрициологии,medium,user,0.1,88.5,True,0
4988,Персонализация,78,regular,"Хотелось бы узнать, что такое средиземноморская диета это пр",Диеты и режимы,medium,user,1.81,91.6,False,2
4989,Персонализация,146,casual,"Подскажите пожалуйста, что такое омега-3 добавки подскажите?",БАДы и добавки,easy,user,0.06,91.6,True,0
4990,Персонализация,485,new,"В интернете пишут, что такое пищевая плотность — как думаете",Основы нутрициологии,medium,user,1.96,87.4,False,2
4991,Персонализация,377,regular,Сколько калорий в 1 г углеводов?,Макронутриенты,easy,expert,0.99,92.2,False,2
4992,Персонализация,267,new,"Посоветуйте, что такое антиоксиданты — как думаете?",Основы нутрициологии,medium,user,1.95,88.5,False,2
4993,Персонализация,447,casual,Для чего нужен витамин D?,Микронутриенты и витамины,easy,expert,1.31,97.9,False,2
4994,Персонализация,81,regular,Что такое свободные радикалы?,Основы нутрициологии,medium,expert,1.64,88.1,False,2
4995,Персонализация,219,regular,"Скажите, вопрос по теме «Спортивное питание» #20 это правда?",Спортивное питание,medium,user,1.65,88.7,False,2
4996,Персонализация,366,regular,Какой хлеб полезнее?,Общие вопросы,medium,expert,0.1,87.3,True,0
4997,Персонализация,246,active,"Никак не могу понять, для чего нужно железо — это нормально?",Микронутриенты и витамины,medium,user,1.77,93.0,False,2
4998,Персонализация,227,new,Как питаться до тренировки?,Спортивное питание,medium,expert,0.1,86.7,True,0
4999,Персонализация,302,new,"А вот интересно, что такое подагра это правда?",Заболевания и питание,easy,user,2.47,99,False,3
5000,Персонализация,47,regular,Вопрос по теме «Общие вопросы» #20?,Общие вопросы,medium,user,1.32,84.8,False,2
5001,Насыщение,276,active,"Подскажите пожалуйста, полезны ли смузи подскажите?",Общие вопросы,medium,user,0.59,81.6,False,1
5002,Насыщение,420,regular,Интересует такой вопрос: вопрос по теме «Общие вопросы» #11 ,Общие вопросы,easy,user,0.06,90.0,True,0
5003,Насыщение,428,new,Вопрос по теме «Диеты и режимы» #13,Диеты и режимы,medium,expert,1.06,86.9,False,1
5004,Насыщение,73,regular,Вопрос по теме «Макронутриенты» #18,Макронутриенты,hard,expert,0.16000000000000003,79.0,True,0
5005,Насыщение,484,new,"Верно ли, что вопрос по теме «Диеты и режимы» #11 подскажите",Диеты и режимы,medium,user,1.05,86.8,False,1
5006,Насыщение,293,regular,Какие функции выполняет печень в метаболизме?),Основы нутрициологии,medium,user,0.82,86.9,False,1
5007,Насыщение,219,regular,Что такое насыщенные жиры?,Макронутриенты,hard,expert,3.96,82.8,False,3
5008,Насыщение,229,new,"Никак не могу понять, что такое глюконеогенез? А то я запута",Макронутриенты,easy,user,0.58,88.9,False,1
5009,Насыщение,228,active,Что такое L-карнитин?,Спортивное питание,medium,expert,0.1,85.9,True,0
5010,Насыщение,227,new,"Расскажите подробнее, какой витамин синтезируется в коже под",Микронутриенты и витамины,easy,user,0.06,90.1,True,0
5011,Насыщение,39,casual,Что такое метаболический синдром?,Заболевания и питание,easy,expert,1.54,99,False,2
5012,Насыщение,431,regular,"Дайте совет, как рассчитывается базальный метаболизм? А то я",Основы нутрициологии,medium,user,0.1,84.5,True,0
5013,Насыщение,298,loyal,"А вот интересно, какие продукты богаты белком?",Макронутриенты,medium,user,0.69,86.0,False,1
5014,Насыщение,154,active,Вопрос по теме «Основы нутрициологии» #16?,Основы нутрициологии,easy,user,0.44,90.4,False,1
5015,Насыщение,423,casual,"Никак не могу понять, какие формы железа лучше усваиваются —",БАДы и добавки,medium,user,2.38,93.3,False,2
5016,Насыщение,210,regular,"Расскажите подробнее, какие продукты содержат витамин K? А т",Микронутриенты и витамины,easy,user,0.59,97.1,False,1
5017,Насыщение,204,regular,"Расскажите подробнее, чем отличаются простые и сложные углев",Макронутриенты,medium,user,0.83,86.0,False,1
5018,Насыщение,92,new,Интересует такой вопрос: вопрос по теме «Спортивное питание»,Спортивное питание,easy,user,0.59,91.1,False,1
5019,Насыщение,323,new,"Хотелось бы узнать, полезны ли смузи? А то я запутался?",Общие вопросы,medium,user,0.1,86.5,True,0
5020,Насыщение,279,casual,"Подскажите пожалуйста, вопрос по теме «Общие вопросы» #19?",Общие вопросы,medium,user,0.73,80.6,False,1
5021,Насыщение,329,new,Вопрос по теме «Спортивное питание» #11,Спортивное питание,easy,expert,0.59,88.0,False,1
5022,Насыщение,417,regular,У меня такой вопрос: вопрос по теме «Общие вопросы» #18 — эт,Общие вопросы,easy,user,0.4,81.9,False,1
5023,Насыщение,366,regular,У меня такой вопрос: какие существуют незаменимые аминокисло,Основы нутрициологии,easy,user,0.06,90.9,True,0
5024,Насыщение,24,new,Вопрос по теме «Общие вопросы» #19,Общие вопросы,medium,expert,0.1,86.3,True,0
5025,Насыщение,301,casual,"Можете рассказать, вопрос по теме «Спортивное питание» #16 ч",Спортивное питание,easy,user,0.06,90.9,True,0
5026,Насыщение,114,new,Что такое целиакия?,Заболевания и питание,easy,expert,0.06,91.0,True,0
5027,Насыщение,223,casual,Вопрос по теме «Основы нутрициологии» #16?,Основы нутрициологии,easy,user,0.55,91.8,False,1
5028,Насыщение,161,casual,"Верно ли, что что такое пищевая плотность что посоветуете?",Основы нутрициологии,easy,user,0.06,89.9,True,0
5029,Насыщение,211,new,"Объясните, для чего нужен кальций?",Микронутриенты и витамины,medium,user,1.2,89.1,False,1
5030,Насыщение,173,new,"Проконсультируйте, какие продукты полезны при гипертонии? А ",Заболевания и питание,easy,user,0.06,89.8,True,0
5031,Насыщение,120,new,"Посоветуйте, что такое метаболический синдром?",Заболевания и питание,easy,user,0.06,90.7,True,0
5032,Насыщение,460,loyal,"Дайте совет, чем пробиотики отличаются от пребиотиков?",БАДы и добавки,easy,user,0.06,89.4,True,0
5033,Насыщение,21,casual,Вопрос по теме «Диеты и режимы» #13,Диеты и режимы,medium,expert,0.1,86.0,True,0
5034,Насыщение,16,active,Влияет ли цинк на иммунитет?,БАДы и добавки,easy,expert,0.06,89.8,True,0
5035,Насыщение,308,new,"Проконсультируйте, какие бывают типы жирных кислот — это нор",Макронутриенты,easy,user,0.06,89.2,True,0
5036,Насыщение,420,regular,Вопрос по теме «Спортивное питание» #12,Спортивное питание,easy,expert,0.06,91.2,True,0
5037,Насыщение,275,active,"В интернете пишут, вопрос по теме «Основы нутрициологии» #18",Основы нутрициологии,medium,user,0.1,85.1,True,0
5038,Насыщение,247,regular,Что такое IG-диета?,Диеты и режимы,hard,expert,4.31,82.6,False,3
5039,Насыщение,116,regular,Вопрос по теме «Диеты и режимы» #14,Диеты и режимы,hard,expert,0.16000000000000003,77.7,True,0
5040,Насыщение,205,active,"Скажите, вопрос по теме «Спортивное питание» #15 что посовет",Спортивное питание,easy,user,0.06,90.2,True,0
5041,Насыщение,201,new,"Я слышал, что что такое электролиты?",Спортивное питание,easy,user,0.06,88.7,True,0
5042,Насыщение,19,loyal,"Я слышал, что какие риски у монодиет — это нормально?",Диеты и режимы,easy,user,0.45,92.2,False,1
5043,Насыщение,27,loyal,Вопрос по теме «Основы нутрициологии» #19,Основы нутрициологии,hard,expert,0.16000000000000003,79.8,True,0
5044,Насыщение,411,new,"Подскажите, какие витамины относятся к жирорастворимым подск",Микронутриенты и витамины,medium,user,0.1,85.6,True,0
5045,Насыщение,134,loyal,Что такое НАЖБП?,Заболевания и питание,medium,expert,0.1,85.0,True,0
5046,Насыщение,468,casual,"Можете рассказать, какова норма углеводов в сутки?",Макронутриенты,easy,user,0.55,89.5,False,1
5047,Насыщение,488,casual,Что такое насыщенные жиры?,Макронутриенты,medium,expert,0.1,84.8,True,0
5048,Насыщение,68,regular,Как питание влияет на микробиом?,Заболевания и питание,medium,expert,0.1,85.6,True,0
5049,Насыщение,338,regular,"Я слышал, что вопрос по теме «БАДы и добавки» #15 — это норм",БАДы и добавки,easy,user,0.06,91.1,True,0
5050,Насыщение,187,active,"Расскажите подробнее, что такое нутрициология интересно узна",Основы нутрициологии,medium,user,0.1,86.6,True,0
5051,Насыщение,342,loyal,Интересует такой вопрос: вопрос по теме «Диеты и режимы» #19,Диеты и режимы,medium,user,0.75,86.9,False,1
5052,Насыщение,492,regular,"В интернете пишут, зачем принимать магний — это нормально?",БАДы и добавки,medium,user,0.1,84.4,True,0
5053,Насыщение,289,regular,Какие продукты богаты железом?,Микронутриенты и витамины,easy,expert,0.06,91.0,True,0
5054,Насыщение,338,regular,Какова норма углеводов в сутки?,Макронутриенты,hard,expert,3.91,80.7,False,3
5055,Насыщение,46,active,"Хотелось бы узнать, полезны ли смузи? А то я запутался?",Общие вопросы,medium,user,0.1,85.7,True,0
5056,Насыщение,320,new,"Расскажите подробнее, что такое L-карнитин?)",Спортивное питание,easy,user,0.06,89.7,True,0
5057,Насыщение,199,new,Что такое сахарный диабет 2 типа?,Заболевания и питание,hard,expert,6.6,92.4,False,3
5058,Насыщение,406,loyal,Вопрос по теме «Основы нутрициологии» #17,Основы нутрициологии,easy,expert,0.06,89.5,True,0
5059,Насыщение,372,casual,"Расскажите подробнее, вопрос по теме «Макронутриенты» #16?",Макронутриенты,easy,user,0.55,90.4,False,1
5060,Насыщение,145,active,"Подскажите пожалуйста, вопрос по теме «Диеты и режимы» #15 и",Диеты и режимы,easy,user,0.06,89.2,True,0
5061,Насыщение,477,casual,"В интернете пишут, вопрос по теме «Основы нутрициологии» #18",Основы нутрициологии,medium,user,0.1,84.4,True,0
5062,Насыщение,1,loyal,У меня такой вопрос: что такое глюконеогенез — это нормально,Макронутриенты,easy,user,0.06,88.9,True,0
5063,Насыщение,262,regular,"Расскажите подробнее, как выбрать качественный витамин D под",БАДы и добавки,easy,user,0.06,88.7,True,0
5064,Насыщение,427,loyal,"Подскажите, какие БАДы считаются доказанными?",БАДы и добавки,medium,user,1.82,93.1,False,2
5065,Насыщение,428,new,"А правда, что вопрос по теме «Общие вопросы» #15?",Общие вопросы,medium,user,0.77,79.6,False,1
5066,Насыщение,361,regular,Вопрос по теме «Заболевания и питание» #17,Заболевания и питание,easy,expert,0.06,90.4,True,0
5067,Насыщение,415,loyal,"В интернете пишут, вопрос по теме «Общие вопросы» #17?",Общие вопросы,easy,user,0.06,88.8,True,0
5068,Насыщение,414,active,Интересует такой вопрос: вопрос по теме «Макронутриенты» #17,Макронутриенты,medium,user,0.1,85.0,True,0
5069,Насыщение,326,regular,"Проконсультируйте, что такое электролиты интересно узнать?",Спортивное питание,medium,user,0.1,86.7,True,0
5070,Насыщение,415,loyal,Интересует такой вопрос: вопрос по теме «Спортивное питание»,Спортивное питание,easy,user,0.41,90.5,False,1
5071,Насыщение,383,regular,"Я слышал, что что такое гейнер — как думаете?",Спортивное питание,medium,user,0.82,86.2,False,1
5072,Насыщение,419,loyal,Непонятно вот что: сколько калорий в 1 г жира — как думаете?,Макронутриенты,medium,user,0.69,87.2,False,1
5073,Насыщение,231,active,"Я слышал, что как питаться до тренировки? А то я запутался?",Спортивное питание,medium,user,0.1,86.8,True,0
5074,Насыщение,211,new,Что такое DASH-диета?,Диеты и режимы,easy,expert,0.06,91.2,True,0
5075,Насыщение,382,regular,"Расскажите подробнее, вопрос по теме «Основы нутрициологии» ",Основы нутрициологии,easy,user,0.06,90.7,True,0
5076,Насыщение,471,casual,Что такое метаболический синдром?,Заболевания и питание,easy,user,1.54,99,False,2
5077,Насыщение,112,casual,Вопрос по теме «Общие вопросы» #12,Общие вопросы,medium,expert,0.1,84.5,True,0
5078,Насыщение,106,active,"Проконсультируйте, что такое электролиты интересно узнать?",Спортивное питание,medium,user,0.1,84.8,True,0
5079,Насыщение,215,new,Что такое BCAA?),Спортивное питание,easy,user,0.58,88.0,False,1
5080,Насыщение,314,new,Интересует такой вопрос: какие минералы являются макроэлемен,Микронутриенты и витамины,easy,user,0.69,95.5,False,1
5081,Насыщение,206,regular,У меня такой вопрос: вопрос по теме «Спортивное питание» #13,Спортивное питание,medium,user,0.82,83.5,False,1
5082,Насыщение,125,regular,Непонятно вот что: что такое органическая еда — это нормальн,Общие вопросы,medium,user,0.1,85.1,True,0
5083,Насыщение,202,new,"Подскажите пожалуйста, вопрос по теме «БАДы и добавки» #12?",БАДы и добавки,easy,user,1.52,97.4,False,2
5084,Насыщение,416,active,"Скажите, чем отличаются макро- и микронутриенты — как думает",Основы нутрициологии,easy,user,0.06,89.8,True,0
5085,Насыщение,65,new,"Расскажите подробнее, вопрос по теме «Диеты и режимы» #19 — ",Диеты и режимы,medium,user,0.1,86.3,True,0
5086,Насыщение,182,new,Влияет ли цинк на иммунитет?,БАДы и добавки,easy,expert,0.06,90.2,True,0
5087,Насыщение,171,casual,Какие продукты полезны при гипертонии?,Заболевания и питание,easy,expert,0.06,89.0,True,0
5088,Насыщение,350,new,Вопрос по теме «Диеты и режимы» #16,Диеты и режимы,hard,expert,5.18,85.6,False,3
5089,Насыщение,23,active,"Я слышал, что вопрос по теме «Диеты и режимы» #15?",Диеты и режимы,medium,user,0.82,89.9,False,1
5090,Насыщение,1,loyal,"В интернете пишут, зачем принимать магний — это нормально?",БАДы и добавки,medium,user,1.78,93.7,False,2
5091,Насыщение,106,active,"Объясните, для чего нужен кальций?",Микронутриенты и витамины,medium,user,0.88,91.7,False,1
5092,Насыщение,130,regular,"Посоветуйте, как выбрать качественный витамин D — как думает",БАДы и добавки,medium,user,0.1,84.7,True,0
5093,Насыщение,466,active,"Расскажите подробнее, что такое креатин — это нормально?",Спортивное питание,easy,user,0.06,89.8,True,0
5094,Насыщение,123,casual,"Дайте совет, вопрос по теме «Диеты и режимы» #11?)",Диеты и режимы,easy,user,0.06,89.5,True,0
5095,Насыщение,193,new,"Никак не могу понять, сколько воды нужно пить в день это пра",Общие вопросы,easy,user,0.06,90.4,True,0
5096,Насыщение,149,regular,"Расскажите подробнее, какие существуют незаменимые аминокисл",Основы нутрициологии,medium,user,0.1,84.5,True,0
5097,Насыщение,133,new,"Проконсультируйте, вопрос по теме «Спортивное питание» #12 —",Спортивное питание,medium,user,0.1,85.6,True,0
5098,Насыщение,301,casual,"Хотелось бы узнать, вопрос по теме «Спортивное питание» #15 ",Спортивное питание,easy,user,0.06,90.9,True,0
5099,Насыщение,4,casual,У меня такой вопрос: как питаться после тренировки интересно,Спортивное питание,easy,user,0.55,89.0,False,1
5100,Насыщение,253,regular,Что такое метаболический синдром?,Заболевания и питание,medium,expert,0.1,84.8,True,0
5101,Насыщение,357,regular,Что такое антиоксиданты?,Основы нутрициологии,easy,expert,0.06,88.7,True,0
5102,Насыщение,370,casual,Как питание влияет на микробиом?,Заболевания и питание,medium,expert,2.57,94.5,False,2
5103,Насыщение,43,regular,"Посоветуйте, какие продукты содержат витамин K?",Микронутриенты и витамины,easy,user,0.06,89.1,True,0
5104,Насыщение,246,active,Что такое food combining?,Общие вопросы,hard,expert,0.16000000000000003,79.8,True,0
5105,Насыщение,7,loyal,"А вот интересно, что такое насыщенные жиры интересно узнать?",Макронутриенты,medium,user,0.1,85.5,True,0
5106,Насыщение,23,active,"Расскажите подробнее, как выбрать качественный витамин D под",БАДы и добавки,easy,user,0.06,89.4,True,0
5107,Насыщение,154,active,"Скажите, вопрос по теме «Спортивное питание» #11?",Спортивное питание,medium,user,0.73,85.4,False,1
5108,Насыщение,328,new,Вопрос по теме «БАДы и добавки» #17,БАДы и добавки,hard,expert,0.16000000000000003,79.6,True,0
5109,Насыщение,420,regular,"Расскажите подробнее, какие существуют незаменимые аминокисл",Основы нутрициологии,medium,user,0.1,86.4,True,0
5110,Насыщение,36,new,Интересует такой вопрос: какая диета рекомендуется при гастр,Заболевания и питание,medium,user,0.1,86.2,True,0
5111,Насыщение,6,new,"Расскажите подробнее, что такое термогенез пищи это правда?",Основы нутрициологии,medium,user,0.1,84.4,True,0
5112,Насыщение,490,active,"Верно ли, что что такое гипервитаминоз это правда?",Микронутриенты и витамины,medium,user,0.1,85.9,True,0
5113,Насыщение,482,regular,"Никак не могу понять, сколько воды нужно пить в день это пра",Общие вопросы,easy,user,0.06,89.4,True,0
5114,Насыщение,425,active,"Посоветуйте, какие органы участвуют в пищеварении — как дума",Основы нутрициологии,easy,user,0.45,90.9,False,1
5115,Насыщение,403,new,Для чего нужно железо?,Микронутриенты и витамины,hard,expert,0.16000000000000003,77.6,True,0
5116,Насыщение,161,casual,Вопрос по теме «Заболевания и питание» #17,Заболевания и питание,medium,expert,2.58,96.9,False,2
5117,Насыщение,440,casual,Непонятно вот что: что такое инсулинорезистентность что посо,Заболевания и питание,medium,user,0.1,86.5,True,0
5118,Насыщение,265,casual,Чем отличаются простые и сложные углеводы?,Макронутриенты,hard,expert,4.51,83.3,False,3
5119,Насыщение,16,active,"Можете рассказать, какова норма углеводов в сутки?",Макронутриенты,easy,user,0.45,90.2,False,1
5120,Насыщение,90,active,"Скажите, что такое нутрициология подскажите?",Основы нутрициологии,medium,user,0.1,84.4,True,0
